Дата и время;Состояние батареи.Напряжение.Значение;Состояние батареи.Напряжение.Качество;Статус прибора.Статус.Значение;Статус прибора.Статус.Качество;Фаза А.Напряжение.Значение;Фаза А.Напряжение.Качество;Фаза А.Ток.Значение;Фаза А.Ток.Качество;Фаза А.Активная мощность.Значение;Фаза А.Активная мощность.Качество;Фаза А.Реактивная мощность.Значение;Фаза А.Реактивная мощность.Качество;Фаза А.Полная мощность.Значение;Фаза А.Полная мощность.Качество;Фаза А.Коэффициент мощности.Значение;Фаза А.Коэффициент мощности.Качество;Фаза B.Напряжение.Значение;Фаза B.Напряжение.Качество;Фаза B.Ток.Значение;Фаза B.Ток.Качество;Фаза B.Активная мощность.Значение;Фаза B.Активная мощность.Качество;Фаза B.Реактивная мощность.Значение;Фаза B.Реактивная мощность.Качество;Фаза B.Полная мощность.Значение;Фаза B.Полная мощность.Качество;Фаза B.Коэффициент мощности.Значение;Фаза B.Коэффициент мощности.Качество;Фаза C.Напряжение.Значение;Фаза C.Напряжение.Качество;Фаза C.Ток.Значение;Фаза C.Ток.Качество;Фаза C.Активная мощность.Значение;Фаза C.Активная мощность.Качество;Фаза C.Реактивная мощность.Значение;Фаза C.Реактивная мощность.Качество;Фаза C.Полная мощность.Значение;Фаза C.Полная мощность.Качество;Фаза C.Коэффициент мощности.Значение;Фаза C.Коэффициент мощности.Качество;Межфазные значения.Межфазный угол A-B.Значение;Межфазные значения.Межфазный угол A-B.Качество;Межфазные значения.Межфазный угол B-C.Значение;Межфазные значения.Межфазный угол B-C.Качество;Межфазные значения.Межфазный угол C-A.Значение;Межфазные значения.Межфазный угол C-A.Качество;Межфазные значения.Межфазное напряжение A-B.Значение;Межфазные значения.Межфазное напряжение A-B.Качество;Межфазные значения.Межфазное напряжение B-C.Значение;Межфазные значения.Межфазное напряжение B-C.Качество;Межфазные значения.Межфазное напряжение C-A.Значение;Межфазные значения.Межфазное напряжение C-A.Качество;Результаты измерений.Частота сети.Значение;Результаты измерений.Частота сети.Качество;Измерение параметров электросети.Статус ошибок измерений.Значение;Измерение параметров электросети.Статус ошибок измерений.Качество;Дискретные выходы.Изменить состояние дискретных выходов.Значение;Дискретные выходы.Изменить состояние дискретных выходов.Качество;
04.11.2025 5:33:06;3094;GOOD;0;GOOD;236,929;GOOD;0,08;GOOD;-0,0171;GOOD;0,001;GOOD;0,019;GOOD;0,907;GOOD;242,411;GOOD;0,008;GOOD;-0,0003;GOOD;0,0017;GOOD;0,002;GOOD;0,208;GOOD;253,947;GOOD;0,033;GOOD;-0,0067;GOOD;0,0011;GOOD;0,0082;GOOD;0,823;GOOD;124,423;GOOD;115,643;GOOD;119,887;GOOD;424,028;GOOD;420,157;GOOD;424,885;GOOD;50,016;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:33:36;3094;GOOD;0;GOOD;237,949;GOOD;0,084;GOOD;-0,0182;GOOD;0,0017;GOOD;0,02;GOOD;0,913;GOOD;242,22;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 5:33:37;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;0,002;GOOD;0,198;GOOD;254,323;GOOD;0,033;GOOD;-0,0067;GOOD;0,001;GOOD;0,0083;GOOD;0,814;GOOD;124,383;GOOD;116,156;GOOD;119,391;GOOD;424,591;GOOD;421,587;GOOD;424,911;GOOD;50;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:34:06;3094;GOOD;0;GOOD;230,353;GOOD;0,962;GOOD;-0,1733;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 5:34:07;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;0,002;GOOD;0,2249;GOOD;0,785;GOOD;243,491;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,002;GOOD;0,213;GOOD;255,884;GOOD;0,033;GOOD;-0,0069;GOOD;0,001;GOOD;0,0085;GOOD;0,822;GOOD;125,115;GOOD;114,947;GOOD;119,867;GOOD;420,688;GOOD;421,085;GOOD;421,302;GOOD;49,979;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:34:36;3094;GOOD;0;GOOD;240,807;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 5:34:37;;UNDEFINED;;UNDEFINED;;UNDEFINED;0,081;GOOD;-0,0177;GOOD;0,0009;GOOD;0,0196;GOOD;0,907;GOOD;239,256;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,207;GOOD;253,259;GOOD;0,032;GOOD;-0,0066;GOOD;0,0012;GOOD;0,0082;GOOD;0,824;GOOD;125,18;GOOD;116,625;GOOD;118,125;GOOD;426,134;GOOD;419,266;GOOD;423,773;GOOD;50;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:35:07;3094;GOOD;0;GOOD;239,695;GOOD;0,075;GOOD;-0,016;GOOD;0,0009;GOOD;0,0181;GOOD;0,895;GOOD;240,73;GOOD;0,008;GOOD;-0,0003;GOOD;0,0017;GOOD;0,002;GOOD;0,202;GOOD;253,213;GOOD;0,034;GOOD;-0,0068;GOOD;0,0015;GOOD;0,0086;GOOD;0,8;GOOD;125,145;GOOD;116,785;GOOD;118,016;GOOD;426,421;GOOD;420,814;GOOD;422,666;GOOD;49,998;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:35:37;3097;GOOD;0;GOOD;238,221;GOOD;0,081;GOOD;-0,0173;GOOD;0,0013;GOOD;0,0193;GOOD;0,901;GOOD;239,931;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,187;GOOD;254,432;GOOD;0,033;GOOD;-0,0067;GOOD;0,001;GOOD;0,0083;GOOD;0,818;GOOD;126,142;GOOD;116,319;GOOD;117,425;GOOD;425,447;GOOD;418,817;GOOD;421,983;GOOD;50,013;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:36:07;3097;GOOD;0;GOOD;239,231;GOOD;0,081;GOOD;-0,0174;GOOD;0,0007;GOOD;0,0194;GOOD;0,901;GOOD;238,701;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,206;GOOD;254,78;GOOD;0,033;GOOD;-0,0068;GOOD;0,0015;GOOD;0,0085;GOOD;0,81;GOOD;126,278;GOOD;116,437;GOOD;117,195;GOOD;426,411;GOOD;419,533;GOOD;421,787;GOOD;50,003;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:36:37;3097;GOOD;0;GOOD;239,456;GOOD;0,081;GOOD;-0,0174;GOOD;0,0007;GOOD;0,0194;GOOD;0,902;GOOD;239,192;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,205;GOOD;255,113;GOOD;0,034;GOOD;-0,0068;GOOD;0,0013;GOOD;0,0085;GOOD;0,806;GOOD;126,286;GOOD;115,906;GOOD;117,711;GOOD;427,057;GOOD;419,067;GOOD;423,328;GOOD;50,005;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:37:07;3097;GOOD;0;GOOD;239,581;GOOD;0,08;GOOD;-0,0174;GOOD;0,0014;GOOD;0,0192;GOOD;0,911;GOOD;239,318;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,212;GOOD;255,271;GOOD;0,032;GOOD;-0,0067;GOOD;0,0012;GOOD;0,0082;GOOD;0,821;GOOD;126,414;GOOD;115,449;GOOD;118,051;GOOD;427,511;GOOD;418,202;GOOD;424,395;GOOD;50,002;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:37:37;3097;GOOD;0;GOOD;239,291;GOOD;0,081;GOOD;-0,0175;GOOD;0,0014;GOOD;0,0193;GOOD;0,91;GOOD;239,948;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,206;GOOD;254,335;GOOD;0,033;GOOD;-0,0067;GOOD;0,0014;GOOD;0,0084;GOOD;0,812;GOOD;125,627;GOOD;115,569;GOOD;118,734;GOOD;426,327;GOOD;418,303;GOOD;424,836;GOOD;50,023;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:38:07;3097;GOOD;0;GOOD;239,997;GOOD;0,082;GOOD;-0,0177;GOOD;0,0013;GOOD;0,0196;GOOD;0,906;GOOD;237,854;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,21;GOOD;253,61;GOOD;0,032;GOOD;-0,0066;GOOD;0,0014;GOOD;0,0082;GOOD;0,823;GOOD;125,303;GOOD;116,514;GOOD;118,105;GOOD;424,411;GOOD;418,031;GOOD;423,407;GOOD;50,021;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:38:37;3097;GOOD;0;GOOD;240,73;GOOD;0,084;GOOD;-0,0184;GOOD;0,0016;GOOD;0,0202;GOOD;0,914;GOOD;238,167;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,207;GOOD;253,191;GOOD;0,033;GOOD;-0,0067;GOOD;0,0016;GOOD;0,0084;GOOD;0,808;GOOD;125,168;GOOD;116,715;GOOD;118,051;GOOD;425,111;GOOD;418,36;GOOD;423,542;GOOD;50,007;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:39:07;3097;GOOD;0;GOOD;242,028;GOOD;0,08;GOOD;-0,0175;GOOD;0,0008;GOOD;0,0194;GOOD;0,907;GOOD;237,595;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,208;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 5:39:08;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;250,951;GOOD;0,034;GOOD;-0,0068;GOOD;0,001;GOOD;0,0085;GOOD;0,807;GOOD;125,014;GOOD;117,071;GOOD;117,868;GOOD;425,426;GOOD;416,752;GOOD;422,404;GOOD;49,985;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:39:37;3097;GOOD;0;GOOD;241,832;GOOD;0,08;GOOD;-0,0174;GOOD;0,0007;GOOD;0,0194;GOOD;0,904;GOOD;236,815;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 5:39:38;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;0,0019;GOOD;0,205;GOOD;250,482;GOOD;0,033;GOOD;-0,0067;GOOD;0,0012;GOOD;0,0083;GOOD;0,82;GOOD;124,515;GOOD;117,285;GOOD;118,117;GOOD;423,597;GOOD;416,152;GOOD;422,314;GOOD;49,998;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:40:08;3097;GOOD;0;GOOD;241,247;GOOD;0,081;GOOD;-0,0175;GOOD;0,0012;GOOD;0,0194;GOOD;0,907;GOOD;240,351;GOOD;0,009;GOOD;-0,0004;GOOD;0,0017;GOOD;0,0021;GOOD;0,24;GOOD;248,99;GOOD;0,033;GOOD;-0,0067;GOOD;0,0009;GOOD;0,0081;GOOD;0,845;GOOD;123,259;GOOD;117,128;GOOD;119,555;GOOD;423,794;GOOD;417,559;GOOD;423,589;GOOD;50,013;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:40:38;3097;GOOD;0;GOOD;242,91;GOOD;0,08;GOOD;-0,0175;GOOD;0,0012;GOOD;0,0194;GOOD;0,906;GOOD;237,661;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,205;GOOD;249,501;GOOD;0,034;GOOD;-0,0068;GOOD;0,0009;GOOD;0,0086;GOOD;0,806;GOOD;122,93;GOOD;117,656;GOOD;119,344;GOOD;422,207;GOOD;416,903;GOOD;425,08;GOOD;50,01;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:41:08;3097;GOOD;0;GOOD;242,912;GOOD;0,079;GOOD;-0,0174;GOOD;0,0011;GOOD;0,0193;GOOD;0,908;GOOD;237,74;GOOD;0,008;GOOD;-0,0004;GOOD;0,0015;GOOD;0,002;GOOD;0,249;GOOD;248,682;GOOD;0,031;GOOD;-0,0065;GOOD;0,0011;GOOD;0,0078;GOOD;0,846;GOOD;122,99;GOOD;117,866;GOOD;119,074;GOOD;422,328;GOOD;416,705;GOOD;423,721;GOOD;50,023;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:41:38;3097;GOOD;0;GOOD;242,884;GOOD;0,08;GOOD;-0,0174;GOOD;0,0011;GOOD;0,0195;GOOD;0,902;GOOD;239,589;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,002;GOOD;0,207;GOOD;248,961;GOOD;0,033;GOOD;-0,0068;GOOD;0,0009;GOOD;0,0083;GOOD;0,824;GOOD;122,794;GOOD;118,093;GOOD;119,031;GOOD;423,802;GOOD;418,873;GOOD;423,93;GOOD;50,02;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:42:08;3097;GOOD;0;GOOD;242,803;GOOD;0,078;GOOD;-0,0172;GOOD;0,0014;GOOD;0,019;GOOD;0,907;GOOD;239,966;GOOD;0,011;GOOD;-0,0006;GOOD;0,0018;GOOD;0,0026;GOOD;0,282;GOOD;249,353;GOOD;0,031;GOOD;-0,0067;GOOD;0,0009;GOOD;0,0076;GOOD;0,891;GOOD;122,758;GOOD;118,18;GOOD;119;GOOD;423,686;GOOD;419,675;GOOD;424,093;GOOD;50;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:42:38;3097;GOOD;0;GOOD;241,351;GOOD;0,079;GOOD;-0,0172;GOOD;0,0012;GOOD;0,0191;GOOD;0,909;GOOD;238,308;GOOD;0,01;GOOD;-0,0007;GOOD;0,0015;GOOD;0,0023;GOOD;0,334;GOOD;251,133;GOOD;0,03;GOOD;-0,0065;GOOD;0,0008;GOOD;0,0076;GOOD;0,872;GOOD;123,159;GOOD;117,469;GOOD;119,289;GOOD;421,959;GOOD;418,333;GOOD;425,248;GOOD;49,985;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:43:09;3097;GOOD;0;GOOD;242,194;GOOD;0,08;GOOD;-0,0175;GOOD;0,0011;GOOD;0,0193;GOOD;0,909;GOOD;235,314;GOOD;0,008;GOOD;-0,0004;GOOD;0,0015;GOOD;0,002;GOOD;0,252;GOOD;250,721;GOOD;0,033;GOOD;-0,0067;GOOD;0,0009;GOOD;0,0082;GOOD;0,823;GOOD;123,824;GOOD;117,567;GOOD;118,531;GOOD;421,301;GOOD;415,799;GOOD;423,741;GOOD;49,992;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:43:39;3097;GOOD;0;GOOD;240,874;GOOD;0,08;GOOD;-0,0173;GOOD;0,001;GOOD;0,0192;GOOD;0,907;GOOD;236,542;GOOD;0,008;GOOD;-0,0003;GOOD;0,0015;GOOD;0,0019;GOOD;0,227;GOOD;247,89;GOOD;0,032;GOOD;-0,0066;GOOD;0,0008;GOOD;0,008;GOOD;0,84;GOOD;122,832;GOOD;117,453;GOOD;119,633;GOOD;419,22;GOOD;414,093;GOOD;422,536;GOOD;49,992;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:44:09;3097;GOOD;0;GOOD;242,905;GOOD;0,08;GOOD;-0,0175;GOOD;0,0013;GOOD;0,0196;GOOD;0,904;GOOD;235,141;GOOD;0,008;GOOD;-0,0003;GOOD;0,0015;GOOD;0,002;GOOD;0,228;GOOD;247,761;GOOD;0,033;GOOD;-0,0067;GOOD;0,001;GOOD;0,0082;GOOD;0,827;GOOD;122,93;GOOD;117,656;GOOD;119,344;GOOD;420,078;GOOD;413,354;GOOD;423,558;GOOD;50,01;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:44:39;3097;GOOD;0;GOOD;242,188;GOOD;0,079;GOOD;-0,0174;GOOD;0,0009;GOOD;0,0193;GOOD;0,906;GOOD;236,946;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,201;GOOD;249,01;GOOD;0,033;GOOD;-0,0067;GOOD;0,0013;GOOD;0,0083;GOOD;0,825;GOOD;122,523;GOOD;118,012;GOOD;119,383;GOOD;420,181;GOOD;416,607;GOOD;424,169;GOOD;49,99;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:45:09;3097;GOOD;0;GOOD;243,619;GOOD;0,078;GOOD;-0,0172;GOOD;0,0015;GOOD;0,019;GOOD;0,91;GOOD;235,428;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,209;GOOD;250,216;GOOD;0,033;GOOD;-0,0067;GOOD;0,0013;GOOD;0,0084;GOOD;0,814;GOOD;122,828;GOOD;118,609;GOOD;118,481;GOOD;420,547;GOOD;417,633;GOOD;424,155;GOOD;49,997;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:45:39;3097;GOOD;0;GOOD;244,201;GOOD;0,08;GOOD;-0,0175;GOOD;0,0014;GOOD;0,0194;GOOD;0,905;GOOD;237,133;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,203;GOOD;249,672;GOOD;0,032;GOOD;-0,0066;GOOD;0,0011;GOOD;0,0081;GOOD;0,833;GOOD;122,434;GOOD;118,848;GOOD;118,66;GOOD;421,747;GOOD;419,179;GOOD;424,637;GOOD;50;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:46:09;3097;GOOD;0;GOOD;241,71;GOOD;0,08;GOOD;-0,0174;GOOD;0,001;GOOD;0,0193;GOOD;0,908;GOOD;234,593;GOOD;0,008;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 5:46:10;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;-0,0003;GOOD;0,0015;GOOD;0,0019;GOOD;0,211;GOOD;251,173;GOOD;0,033;GOOD;-0,0067;GOOD;0,0015;GOOD;0,0083;GOOD;0,817;GOOD;122,601;GOOD;118,313;GOOD;119,016;GOOD;417,858;GOOD;417,219;GOOD;424,691;GOOD;49,992;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:46:39;3097;GOOD;0;GOOD;245,008;GOOD;0,081;GOOD;-0,018;GOOD;0,0017;GOOD;0,0199;GOOD;0,912;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 5:46:40;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;234,231;GOOD;0,008;GOOD;-0,0004;GOOD;0,0015;GOOD;0,0019;GOOD;0,264;GOOD;251,176;GOOD;0,032;GOOD;-0,0066;GOOD;0,0011;GOOD;0,0081;GOOD;0,827;GOOD;122,297;GOOD;119,016;GOOD;118,617;GOOD;419,768;GOOD;418,394;GOOD;426,692;GOOD;50,003;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:47:09;3097;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 5:47:10;;UNDEFINED;0;GOOD;243,309;GOOD;0,082;GOOD;-0,0181;GOOD;0,0013;GOOD;0,02;GOOD;0,909;GOOD;236,559;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,2;GOOD;250,703;GOOD;0,033;GOOD;-0,0066;GOOD;0,001;GOOD;0,0082;GOOD;0,823;GOOD;121,801;GOOD;118,73;GOOD;119,41;GOOD;419,438;GOOD;419,094;GOOD;426,91;GOOD;50,015;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:47:40;3097;GOOD;0;GOOD;241,865;GOOD;0,082;GOOD;-0,0181;GOOD;0,0012;GOOD;0,02;GOOD;0,912;GOOD;236,193;GOOD;0,008;GOOD;-0,0003;GOOD;0,0015;GOOD;0,0019;GOOD;0,206;GOOD;250,577;GOOD;0,033;GOOD;-0,0067;GOOD;0,0009;GOOD;0,0083;GOOD;0,817;GOOD;122,09;GOOD;117,684;GOOD;120,141;GOOD;418,33;GOOD;416,658;GOOD;426,746;GOOD;49,998;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:48:10;3097;GOOD;0;GOOD;241,508;GOOD;0,08;GOOD;-0,0175;GOOD;0,0009;GOOD;0,0195;GOOD;0,905;GOOD;236,08;GOOD;0,008;GOOD;-0,0003;GOOD;0,0015;GOOD;0,0019;GOOD;0,204;GOOD;249,218;GOOD;0,033;GOOD;-0,0067;GOOD;0,0009;GOOD;0,0084;GOOD;0,819;GOOD;122,175;GOOD;117,407;GOOD;120,336;GOOD;418,123;GOOD;414,781;GOOD;425,771;GOOD;49,976;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:48:40;3097;GOOD;0;GOOD;241,106;GOOD;0,081;GOOD;-0,0176;GOOD;0,0008;GOOD;0,0196;GOOD;0,903;GOOD;237,375;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,204;GOOD;250,217;GOOD;0,034;GOOD;-0,0067;GOOD;0,001;GOOD;0,0084;GOOD;0,815;GOOD;122,39;GOOD;117,598;GOOD;119,93;GOOD;419,352;GOOD;417,18;GOOD;425,422;GOOD;49,99;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:49:10;3097;GOOD;0;GOOD;242,396;GOOD;4,014;GOOD;-0,8795;GOOD;0,048;GOOD;0,972;GOOD;0,905;GOOD;238,363;GOOD;0,408;GOOD;-0,0196;GOOD;0,0799;GOOD;0,0971;GOOD;0,201;GOOD;249,369;GOOD;1,639;GOOD;-0,3379;GOOD;0,0497;GOOD;0,4093;GOOD;0,826;GOOD;122,661;GOOD;117,828;GOOD;119,457;GOOD;421,707;GOOD;417,546;GOOD;424,647;GOOD;50,013;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:49:40;3097;GOOD;0;GOOD;240,659;GOOD;4,081;GOOD;-0,8822;GOOD;0,0411;GOOD;0,9826;GOOD;0,899;GOOD;238,432;GOOD;0,405;GOOD;-0,0198;GOOD;0,0784;GOOD;0,0965;GOOD;0,206;GOOD;249,827;GOOD;1,682;GOOD;-0,3436;GOOD;0,0477;GOOD;0,4185;GOOD;0,82;GOOD;122,941;GOOD;117,488;GOOD;119,504;GOOD;420,834;GOOD;417,455;GOOD;423,749;GOOD;50;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:50:10;3097;GOOD;0;GOOD;241,344;GOOD;4,114;GOOD;-0,8938;GOOD;0,0703;GOOD;0,9964;GOOD;0,899;GOOD;238,528;GOOD;0,412;GOOD;-0,0202;GOOD;0,0799;GOOD;0,0984;GOOD;0,206;GOOD;248,449;GOOD;1,682;GOOD;-0,3417;GOOD;0,0709;GOOD;0,417;GOOD;0,82;GOOD;122,569;GOOD;117,872;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 5:50:11;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;119,5;GOOD;420,812;GOOD;417,188;GOOD;423,038;GOOD;49,984;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:50:40;3097;GOOD;0;GOOD;240,058;GOOD;4,126;GOOD;-0,8924;GOOD;0,0581;GOOD;0,9927;GOOD;0,9;GOOD;239,503;GOOD;0,721;GOOD;-0,0239;GOOD;0,1506;GOOD;0,1725;GOOD;0,139;GOOD;247,989;GOOD;1,694;GOOD;-0,3443;GOOD;0,0664;GOOD;0,4216;GOOD;0,818;GOOD;122,152;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 5:50:41;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;117,699;GOOD;120,078;GOOD;419,802;GOOD;417,204;GOOD;422,948;GOOD;50;GOOD;0;GOOD;0;GOOD;
