Дата и время;Состояние батареи.Напряжение.Значение;Состояние батареи.Напряжение.Качество;Статус прибора.Статус.Значение;Статус прибора.Статус.Качество;Фаза А.Напряжение.Значение;Фаза А.Напряжение.Качество;Фаза А.Ток.Значение;Фаза А.Ток.Качество;Фаза А.Активная мощность.Значение;Фаза А.Активная мощность.Качество;Фаза А.Реактивная мощность.Значение;Фаза А.Реактивная мощность.Качество;Фаза А.Полная мощность.Значение;Фаза А.Полная мощность.Качество;Фаза А.Коэффициент мощности.Значение;Фаза А.Коэффициент мощности.Качество;Фаза B.Напряжение.Значение;Фаза B.Напряжение.Качество;Фаза B.Ток.Значение;Фаза B.Ток.Качество;Фаза B.Активная мощность.Значение;Фаза B.Активная мощность.Качество;Фаза B.Реактивная мощность.Значение;Фаза B.Реактивная мощность.Качество;Фаза B.Полная мощность.Значение;Фаза B.Полная мощность.Качество;Фаза B.Коэффициент мощности.Значение;Фаза B.Коэффициент мощности.Качество;Фаза C.Напряжение.Значение;Фаза C.Напряжение.Качество;Фаза C.Ток.Значение;Фаза C.Ток.Качество;Фаза C.Активная мощность.Значение;Фаза C.Активная мощность.Качество;Фаза C.Реактивная мощность.Значение;Фаза C.Реактивная мощность.Качество;Фаза C.Полная мощность.Значение;Фаза C.Полная мощность.Качество;Фаза C.Коэффициент мощности.Значение;Фаза C.Коэффициент мощности.Качество;Межфазные значения.Межфазный угол A-B.Значение;Межфазные значения.Межфазный угол A-B.Качество;Межфазные значения.Межфазный угол B-C.Значение;Межфазные значения.Межфазный угол B-C.Качество;Межфазные значения.Межфазный угол C-A.Значение;Межфазные значения.Межфазный угол C-A.Качество;Межфазные значения.Межфазное напряжение A-B.Значение;Межфазные значения.Межфазное напряжение A-B.Качество;Межфазные значения.Межфазное напряжение B-C.Значение;Межфазные значения.Межфазное напряжение B-C.Качество;Межфазные значения.Межфазное напряжение C-A.Значение;Межфазные значения.Межфазное напряжение C-A.Качество;Результаты измерений.Частота сети.Значение;Результаты измерений.Частота сети.Качество;Измерение параметров электросети.Статус ошибок измерений.Значение;Измерение параметров электросети.Статус ошибок измерений.Качество;Дискретные выходы.Изменить состояние дискретных выходов.Значение;Дискретные выходы.Изменить состояние дискретных выходов.Качество;
04.11.2025 5:51:10;3097;GOOD;0;GOOD;238,951;GOOD;4,085;GOOD;-0,8753;GOOD;0,0443;GOOD;0,9762;GOOD;0,896;GOOD;239,69;GOOD;0,724;GOOD;-0,0243;GOOD;0,1523;GOOD;0,1733;GOOD;0,14;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 5:51:11;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;246,889;GOOD;1,702;GOOD;-0,3442;GOOD;0,0452;GOOD;0,4205;GOOD;0,819;GOOD;122,351;GOOD;116,992;GOOD;120,578;GOOD;419,347;GOOD;414,809;GOOD;422,01;GOOD;49,998;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:51:40;3097;GOOD;0;GOOD;238,723;GOOD;4,097;GOOD;-0,8758;GOOD;0,0426;GOOD;0,9778;GOOD;0,896;GOOD;237,866;GOOD;0,72;GOOD;-0,0236;GOOD;0,1483;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 5:51:41;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;0,1712;GOOD;0,139;GOOD;247,645;GOOD;1,716;GOOD;-0,3456;GOOD;0,0685;GOOD;0,4256;GOOD;0,813;GOOD;122,364;GOOD;117,288;GOOD;120,277;GOOD;417,457;GOOD;414,677;GOOD;421,81;GOOD;50,018;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:52:11;3097;GOOD;0;GOOD;238,644;GOOD;4,108;GOOD;-0,8784;GOOD;0,0657;GOOD;0,979;GOOD;0,897;GOOD;237,172;GOOD;0,716;GOOD;-0,0238;GOOD;0,1532;GOOD;0,1696;GOOD;0,141;GOOD;248,574;GOOD;1,75;GOOD;-0,3493;GOOD;0,0486;GOOD;0,4357;GOOD;0,802;GOOD;122,603;GOOD;117,128;GOOD;120,211;GOOD;417,35;GOOD;414,493;GOOD;422,445;GOOD;50,018;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:52:41;3097;GOOD;0;GOOD;238,922;GOOD;4,221;GOOD;-0,9098;GOOD;0,0602;GOOD;1,0033;GOOD;0,903;GOOD;236,843;GOOD;0,715;GOOD;-0,0232;GOOD;0,1508;GOOD;0,1687;GOOD;0,135;GOOD;249,93;GOOD;1,74;GOOD;-0,3484;GOOD;0,0487;GOOD;0,4343;GOOD;0,802;GOOD;123,095;GOOD;117,163;GOOD;119,672;GOOD;418,401;GOOD;414,917;GOOD;423,324;GOOD;50,01;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:53:11;3097;GOOD;0;GOOD;240,328;GOOD;4,335;GOOD;-0,9473;GOOD;0,0913;GOOD;1,0421;GOOD;0,909;GOOD;237,368;GOOD;0,717;GOOD;-0,0262;GOOD;0,1526;GOOD;0,1702;GOOD;0,155;GOOD;247,178;GOOD;1,712;GOOD;-0,3448;GOOD;0,0409;GOOD;0,4223;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 5:53:12;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;0,809;GOOD;121,52;GOOD;117,781;GOOD;120,641;GOOD;416,523;GOOD;415,005;GOOD;423,636;GOOD;50,007;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:53:41;3097;GOOD;0;GOOD;241,113;GOOD;4,056;GOOD;-0,8853;GOOD;0,0502;GOOD;0,9764;GOOD;0,906;GOOD;238,584;GOOD;0,715;GOOD;-0,0242;GOOD;0,1521;GOOD;0,1706;GOOD;0,142;GOOD;247,677;GOOD;1,703;GOOD;-0,3447;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 5:53:42;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;0,0436;GOOD;0,4236;GOOD;0,815;GOOD;121,976;GOOD;118,332;GOOD;119,598;GOOD;419,63;GOOD;417,44;GOOD;422,394;GOOD;49,992;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:54:11;3097;GOOD;0;GOOD;241,511;GOOD;4,144;GOOD;-0,9098;GOOD;0,0768;GOOD;1,0022;GOOD;0,907;GOOD;238,897;GOOD;0,714;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 5:54:12;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;-0,0241;GOOD;0,1545;GOOD;0,1711;GOOD;0,142;GOOD;247,281;GOOD;1,762;GOOD;-0,3498;GOOD;0,0498;GOOD;0,4359;GOOD;0,803;GOOD;122,172;GOOD;118,695;GOOD;119,07;GOOD;420,61;GOOD;418,318;GOOD;421,412;GOOD;49,997;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:54:41;3097;GOOD;0;GOOD;239,984;GOOD;4,27;GOOD;-0,9297;GOOD;0,0871;GOOD;1,0316;GOOD;0,908;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 5:54:42;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;238,883;GOOD;0,714;GOOD;-0,0236;GOOD;0,1549;GOOD;0,1705;GOOD;0,139;GOOD;246,871;GOOD;1,706;GOOD;-0,3444;GOOD;0,0589;GOOD;0,4215;GOOD;0,818;GOOD;121,875;GOOD;118,325;GOOD;119,731;GOOD;418,513;GOOD;417,118;GOOD;421,031;GOOD;49,992;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:55:11;3097;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 5:55:12;;UNDEFINED;0;GOOD;238,583;GOOD;4,1;GOOD;-0,8815;GOOD;0,0348;GOOD;0,9774;GOOD;0,901;GOOD;239,141;GOOD;0,715;GOOD;-0,0245;GOOD;0,153;GOOD;0,1711;GOOD;0,144;GOOD;246,444;GOOD;1,729;GOOD;-0,3461;GOOD;0,0564;GOOD;0,4271;GOOD;0,81;GOOD;121,703;GOOD;119,035;GOOD;119,164;GOOD;417,19;GOOD;418,542;GOOD;418,221;GOOD;50,007;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:55:42;3097;GOOD;0;GOOD;238,483;GOOD;3,78;GOOD;-0,8032;GOOD;0,0061;GOOD;0,9028;GOOD;0,891;GOOD;237,85;GOOD;0,71;GOOD;-0,0247;GOOD;0,151;GOOD;0,1689;GOOD;0,147;GOOD;247,946;GOOD;1,704;GOOD;-0,3444;GOOD;0,063;GOOD;0,4233;GOOD;0,814;GOOD;122,032;GOOD;119,207;GOOD;118,683;GOOD;416,697;GOOD;418,991;GOOD;418,587;GOOD;50,007;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:56:12;3097;GOOD;0;GOOD;239,745;GOOD;3,804;GOOD;-0,8134;GOOD;0,0075;GOOD;0,9122;GOOD;0,892;GOOD;236,269;GOOD;0,715;GOOD;-0,0249;GOOD;0,1502;GOOD;0,1689;GOOD;0,148;GOOD;249,833;GOOD;1,78;GOOD;-0,3516;GOOD;0,0678;GOOD;0,4435;GOOD;0,793;GOOD;122,431;GOOD;118,902;GOOD;118,597;GOOD;417,161;GOOD;418,766;GOOD;420,93;GOOD;50,031;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:56:42;3097;GOOD;0;GOOD;239,726;GOOD;3,92;GOOD;-0,8333;GOOD;0,0426;GOOD;0,9387;GOOD;0,888;GOOD;237,992;GOOD;0,409;GOOD;-0,0197;GOOD;0,0797;GOOD;0,0974;GOOD;0,202;GOOD;250,131;GOOD;2,119;GOOD;-0,4677;GOOD;-0,1098;GOOD;0,5316;GOOD;0,881;GOOD;121,904;GOOD;118,538;GOOD;119,5;GOOD;417,611;GOOD;419,588;GOOD;423,22;GOOD;50,033;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:57:12;3097;GOOD;0;GOOD;239,595;GOOD;3,951;GOOD;-0,8406;GOOD;0,0428;GOOD;0,9459;GOOD;0,888;GOOD;238,517;GOOD;0,41;GOOD;-0,0198;GOOD;0,0806;GOOD;0,0976;GOOD;0,203;GOOD;249,894;GOOD;1,735;GOOD;-0,3462;GOOD;0,0419;GOOD;0,4326;GOOD;0,801;GOOD;122,114;GOOD;119,043;GOOD;118,765;GOOD;418,395;GOOD;420,97;GOOD;421,312;GOOD;50,016;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:57:42;3097;GOOD;0;GOOD;239,546;GOOD;3,936;GOOD;-0,8396;GOOD;0,0509;GOOD;0,9456;GOOD;0,889;GOOD;239,06;GOOD;0,406;GOOD;-0,0194;GOOD;0,0803;GOOD;0,097;GOOD;0,2;GOOD;248,929;GOOD;1,716;GOOD;-0,3453;GOOD;0,051;GOOD;0,4252;GOOD;0,812;GOOD;122,371;GOOD;118,851;GOOD;118,687;GOOD;419,446;GOOD;420,181;GOOD;420,302;GOOD;50,007;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:58:12;3097;GOOD;0;GOOD;237,801;GOOD;3,915;GOOD;-0,827;GOOD;0,0479;GOOD;0,9355;GOOD;0,887;GOOD;240,388;GOOD;0,41;GOOD;-0,0204;GOOD;0,0813;GOOD;0,0986;GOOD;0,207;GOOD;249,739;GOOD;1,695;GOOD;-0,3449;GOOD;0,0642;GOOD;0,4238;GOOD;0,814;GOOD;122,551;GOOD;118,379;GOOD;118,992;GOOD;419,283;GOOD;421,095;GOOD;419,816;GOOD;50,005;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:58:42;3097;GOOD;0;GOOD;238,815;GOOD;3,957;GOOD;-0,8363;GOOD;0,0298;GOOD;0,9454;GOOD;0,885;GOOD;240,601;GOOD;0,407;GOOD;-0,0201;GOOD;0,0821;GOOD;0,0979;GOOD;0,206;GOOD;250,368;GOOD;1,742;GOOD;-0,3484;GOOD;0,0745;GOOD;0,4357;GOOD;0,8;GOOD;122,84;GOOD;118,074;GOOD;118,988;GOOD;421,085;GOOD;421,028;GOOD;421,577;GOOD;50,005;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:59:13;3097;GOOD;0;GOOD;238,44;GOOD;3,98;GOOD;-0,8355;GOOD;0,0293;GOOD;0,9467;GOOD;0,881;GOOD;241,542;GOOD;0,412;GOOD;-0,0202;GOOD;0,0826;GOOD;0,0996;GOOD;0,204;GOOD;248,629;GOOD;1,707;GOOD;-0,3458;GOOD;0,0508;GOOD;0,4243;GOOD;0,815;GOOD;122,676;GOOD;117,812;GOOD;119,457;GOOD;421,126;GOOD;419,773;GOOD;420,659;GOOD;50,015;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:59:43;3097;GOOD;0;GOOD;239,618;GOOD;3,954;GOOD;-0,8424;GOOD;0,0175;GOOD;0,9483;GOOD;0,889;GOOD;239,836;GOOD;0,408;GOOD;-0,0203;GOOD;0,0812;GOOD;0,0978;GOOD;0,21;GOOD;251,207;GOOD;1,724;GOOD;-0,3488;GOOD;0,0688;GOOD;0,4331;GOOD;0,806;GOOD;122,876;GOOD;118,507;GOOD;118,531;GOOD;421,238;GOOD;422,175;GOOD;422,027;GOOD;50,018;GOOD;0;GOOD;0;GOOD;
04.11.2025 6:00:13;3097;GOOD;0;GOOD;240,457;GOOD;3,917;GOOD;-0,8391;GOOD;0,0442;GOOD;0,9413;GOOD;0,891;GOOD;239,164;GOOD;0,408;GOOD;-0,0197;GOOD;0,0816;GOOD;0,0976;GOOD;0,203;GOOD;250,517;GOOD;1,682;GOOD;-0,3422;GOOD;0,0522;GOOD;0,4234;GOOD;0,81;GOOD;123,022;GOOD;118,278;GOOD;118,618;GOOD;421,526;GOOD;420,34;GOOD;422,181;GOOD;49,977;GOOD;0;GOOD;0;GOOD;
04.11.2025 6:00:43;3097;GOOD;0;GOOD;239,813;GOOD;3,978;GOOD;-0,8469;GOOD;0,0427;GOOD;0,9556;GOOD;0,888;GOOD;238,386;GOOD;0,405;GOOD;-0,0201;GOOD;0,0805;GOOD;0,0966;GOOD;0,209;GOOD;251,35;GOOD;1,738;GOOD;-0,3479;GOOD;0,0631;GOOD;0,4367;GOOD;0,797;GOOD;123,049;GOOD;117,849;GOOD;119,044;GOOD;420,426;GOOD;419,496;GOOD;423,337;GOOD;49,967;GOOD;0;GOOD;0;GOOD;
04.11.2025 6:01:13;3097;GOOD;0;GOOD;240,021;GOOD;3,929;GOOD;-0,8414;GOOD;0,0429;GOOD;0,942;GOOD;0,893;GOOD;235,881;GOOD;0,403;GOOD;-0,0195;GOOD;0,0789;GOOD;0,0952;GOOD;0,206;GOOD;252,024;GOOD;1,708;GOOD;-0,346;GOOD;0,0709;GOOD;0,4302;GOOD;0,804;GOOD;122,691;GOOD;118,145;GOOD;119,082;GOOD;417,723;GOOD;418,551;GOOD;424,244;GOOD;49,984;GOOD;0;GOOD;0;GOOD;
04.11.2025 6:01:43;3097;GOOD;0;GOOD;239,223;GOOD;3,893;GOOD;-0,8334;GOOD;0,021;GOOD;0,9334;GOOD;0,894;GOOD;235,589;GOOD;0,404;GOOD;-0,0193;GOOD;0,0795;GOOD;0,0953;GOOD;0,204;GOOD;251,81;GOOD;1,715;GOOD;-0,3484;GOOD;0,067;GOOD;0,4357;GOOD;0,8;GOOD;122,692;GOOD;117,898;GOOD;119,351;GOOD;416,708;GOOD;417,629;GOOD;423,902;GOOD;50,011;GOOD;0;GOOD;0;GOOD;
04.11.2025 6:02:13;3097;GOOD;0;GOOD;238,33;GOOD;3,944;GOOD;-0,837;GOOD;0,0209;GOOD;0,9407;GOOD;0,89;GOOD;237,337;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 6:02:14;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;0,406;GOOD;-0,0199;GOOD;0,0801;GOOD;0,0964;GOOD;0,206;GOOD;250,842;GOOD;1,704;GOOD;-0,3462;GOOD;0,0577;GOOD;0,4264;GOOD;0,812;GOOD;122,703;GOOD;117,153;GOOD;120,082;GOOD;417,487;GOOD;416,661;GOOD;423,86;GOOD;49,997;GOOD;0;GOOD;0;GOOD;
04.11.2025 6:02:43;3097;GOOD;0;GOOD;237,324;GOOD;3,961;GOOD;-0,8317;GOOD;0,0216;GOOD;0,9406;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 6:02:44;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;0,885;GOOD;238,73;GOOD;0,407;GOOD;-0,0196;GOOD;0,0814;GOOD;0,0972;GOOD;0,202;GOOD;250,379;GOOD;1,701;GOOD;-0,3463;GOOD;0,059;GOOD;0,4243;GOOD;0,815;GOOD;122,606;GOOD;116,754;GOOD;120,563;GOOD;417,505;GOOD;416,6;GOOD;423,641;GOOD;50,005;GOOD;0;GOOD;0;GOOD;
04.11.2025 6:03:14;3097;GOOD;0;GOOD;238,012;GOOD;3,984;GOOD;-0,8408;GOOD;0,017;GOOD;0,9479;GOOD;0,887;GOOD;237,107;GOOD;0,405;GOOD;-0,0195;GOOD;0,0792;GOOD;0,096;GOOD;0,203;GOOD;250,964;GOOD;1,766;GOOD;-0,3531;GOOD;0,0526;GOOD;0,443;GOOD;0,797;GOOD;123,163;GOOD;116,954;GOOD;119,813;GOOD;417,842;GOOD;416,05;GOOD;423,154;GOOD;49,99;GOOD;0;GOOD;0;GOOD;
04.11.2025 6:03:44;3097;GOOD;0;GOOD;238,012;GOOD;4,039;GOOD;-0,8461;GOOD;0,0139;GOOD;0,959;GOOD;0,882;GOOD;236,621;GOOD;0,404;GOOD;-0,0198;GOOD;0,0786;GOOD;0,0957;GOOD;0,209;GOOD;250,835;GOOD;1,728;GOOD;-0,3481;GOOD;0,0503;GOOD;0,4299;GOOD;0,81;GOOD;123,608;GOOD;117,387;GOOD;118,934;GOOD;418,364;GOOD;416,55;GOOD;421,087;GOOD;49,984;GOOD;0;GOOD;0;GOOD;
04.11.2025 6:04:14;3097;GOOD;0;GOOD;236,814;GOOD;3,964;GOOD;-0,831;GOOD;0,0514;GOOD;0,938;GOOD;0,885;GOOD;237,767;GOOD;0,406;GOOD;-0,0199;GOOD;0,0799;GOOD;0,0967;GOOD;0,208;GOOD;251,713;GOOD;1,698;GOOD;-0,3445;GOOD;0,0683;GOOD;0,4261;GOOD;0,809;GOOD;123,925;GOOD;117,172;GOOD;118,805;GOOD;418,903;GOOD;417,888;GOOD;420,444;GOOD;49,995;GOOD;0;GOOD;0;GOOD;
04.11.2025 6:04:44;3097;GOOD;0;GOOD;238,191;GOOD;3,983;GOOD;-0,8392;GOOD;0,0475;GOOD;0,9487;GOOD;0,885;GOOD;236,816;GOOD;0,405;GOOD;-0,0195;GOOD;0,0792;GOOD;0,0958;GOOD;0,205;GOOD;252,476;GOOD;1,74;GOOD;-0,3498;GOOD;0,0705;GOOD;0,4375;GOOD;0,8;GOOD;123,801;GOOD;117,555;GOOD;118,586;GOOD;419,031;GOOD;418,432;GOOD;421,96;GOOD;49,998;GOOD;0;GOOD;0;GOOD;
04.11.2025 6:05:14;3097;GOOD;0;GOOD;239,942;GOOD;3,95;GOOD;-0,8466;GOOD;0,0305;GOOD;0,9489;GOOD;0,893;GOOD;236,064;GOOD;0,405;GOOD;-0,0203;GOOD;0,08;GOOD;0,0956;GOOD;0,212;GOOD;253,795;GOOD;1,724;GOOD;-0,3486;GOOD;0,0487;GOOD;0,4366;GOOD;0,798;GOOD;123,407;GOOD;117,347;GOOD;119,215;GOOD;419,085;GOOD;418,458;GOOD;425,942;GOOD;50,01;GOOD;0;GOOD;0;GOOD;
04.11.2025 6:05:44;3097;GOOD;0;GOOD;239,968;GOOD;3,92;GOOD;-0,837;GOOD;0,0528;GOOD;0,9388;GOOD;0,89;GOOD;235,092;GOOD;0,401;GOOD;-0,0192;GOOD;0,0781;GOOD;0,094;GOOD;0,205;GOOD;253,535;GOOD;1,65;GOOD;-0,3408;GOOD;0,0603;GOOD;0,4194;GOOD;0,813;GOOD;123,493;GOOD;118,25;GOOD;118,207;GOOD;418,524;GOOD;419,391;GOOD;423,551;GOOD;50,015;GOOD;0;GOOD;0;GOOD;
04.11.2025 6:06:14;3097;GOOD;0;GOOD;237,356;GOOD;3,958;GOOD;-0,8314;GOOD;0,0114;GOOD;0,9361;GOOD;0,887;GOOD;237,067;GOOD;0,406;GOOD;-0,0205;GOOD;0,079;GOOD;0,0962;GOOD;0,212;GOOD;253,789;GOOD;1,754;GOOD;-0,3503;GOOD;0,0664;GOOD;0,4461;GOOD;0,786;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 6:06:15;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;123,876;GOOD;117,527;GOOD;118,523;GOOD;418,432;GOOD;420,043;GOOD;421,966;GOOD;50,01;GOOD;0;GOOD;0;GOOD;
04.11.2025 6:06:44;3097;GOOD;0;GOOD;237,826;GOOD;3,961;GOOD;-0,8332;GOOD;0,0457;GOOD;0,9408;GOOD;0,885;GOOD;235,113;GOOD;0,403;GOOD;-0,0198;GOOD;0,0789;GOOD;0,0947;GOOD;0,211;GOOD;253,495;GOOD;1,708;GOOD;-0,3461;GOOD;0,0584;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 6:06:45;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;0,4355;GOOD;0,795;GOOD;124,14;GOOD;117,801;GOOD;117,965;GOOD;417,862;GOOD;418,564;GOOD;421,189;GOOD;49,992;GOOD;0;GOOD;0;GOOD;
04.11.2025 6:07:14;3097;GOOD;0;GOOD;239,132;GOOD;3,945;GOOD;-0,8395;GOOD;0,0188;GOOD;0,9436;GOOD;0,89;GOOD;235,237;GOOD;0,405;GOOD;-0,0199;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 6:07:15;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;0,0792;GOOD;0,0952;GOOD;0,21;GOOD;251,863;GOOD;1,704;GOOD;-0,3446;GOOD;0,0659;GOOD;0,4303;GOOD;0,802;GOOD;123,727;GOOD;116,859;GOOD;119,355;GOOD;418,356;GOOD;415,111;GOOD;423,902;GOOD;50,002;GOOD;0;GOOD;0;GOOD;
04.11.2025 6:07:44;3097;GOOD;0;GOOD;241,142;GOOD;3,913;GOOD;-0,8435;GOOD;0,0229;GOOD;0,9449;GOOD;0,894;GOOD;232,703;GOOD;0,4;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
